100000	1.08012	-1.08012
100001	1.08012	-0.771517
100011	1.08012	-0.46291
100010	1.08012	-0.154303
100110	1.08012	0.154303
100111	1.08012	0.46291
100101	1.08012	0.771517
100100	1.08012	1.08012
101100	0.771517	1.08012
101101	0.771517	0.771517
101111	0.771517	0.46291
101110	0.771517	0.154303
101010	0.771517	-0.154303
101011	0.771517	-0.46291
101001	0.771517	-0.771517
101000	0.771517	-1.08012
111000	0.46291	-1.08012
111001	0.46291	-0.771517
111011	0.46291	-0.46291
111010	0.46291	-0.154303
111110	0.46291	0.154303
111111	0.46291	0.46291
111101	0.46291	0.771517
111100	0.46291	1.08012
110100	0.154303	1.08012
110101	0.154303	0.771517
110111	0.154303	0.46291
110110	0.154303	0.154303
110010	0.154303	-0.154303
110011	0.154303	-0.46291
110001	0.154303	-0.771517
110000	0.154303	-1.08012
010000	-0.154303	-1.08012
010001	-0.154303	-0.771517
010011	-0.154303	-0.46291
010010	-0.154303	-0.154303
010110	-0.154303	0.154303
010111	-0.154303	0.46291
010101	-0.154303	0.771517
010100	-0.154303	1.08012
011100	-0.46291	1.08012
011101	-0.46291	0.771517
011111	-0.46291	0.46291
011110	-0.46291	0.154303
011010	-0.46291	-0.154303
011011	-0.46291	-0.46291
011001	-0.46291	-0.771517
011000	-0.46291	-1.08012
001000	-0.771517	-1.08012
001001	-0.771517	-0.771517
001011	-0.771517	-0.46291
001010	-0.771517	-0.154303
001110	-0.771517	0.154303
001111	-0.771517	0.46291
001101	-0.771517	0.771517
001100	-0.771517	1.08012
000100	-1.08012	1.08012
000101	-1.08012	0.771517
000111	-1.08012	0.46291
000110	-1.08012	0.154303
000010	-1.08012	-0.154303
000011	-1.08012	-0.46291
000001	-1.08012	-0.771517
000000	-1.08012	-1.08012
